VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
724,433,Yellamma Naik,42,2,True
725,434,Priya Gowda,5,2,False
726,435,Siddappa Gowda,11,1,False
727,436,Manjunath Nayak,25,1,True
728,437,Yellamma Desai,48,2,False
729,438,Siddappa Patil,46,1,False
730,438,Ashwini Poojary,65,2,False
731,438,Deepa Patil,11,2,False
732,439,Pooja Hegde,67,2,False
733,439,Nagesh Achar,37,1,False
734,440,Gowramma Gowda,65,2,True
735,441,Suresh Kulkarni,7,1,False
736,441,Manjula Shetty,45,2,False
737,442,Renukamma Rao,68,2,False
738,443,Ashwini Reddy,53,2,False
739,443,Renukamma Reddy,42,2,False
740,444,Santosh Rao,22,1,True
741,444,Dinesh Nayak,6,1,True
742,444,Kiran Reddy,31,1,True
743,445,Meena Poojary,3,2,False
744,445,Manjunath Gowda,35,1,False
745,446,Deepa Achar,68,2,False
746,447,Anand Desai,34,1,False
747,447,Gowramma Yadav,32,2,False
748,448,Umesh Desai,9,1,True
749,448,Manjula Patil,9,2,False
750,449,Pooja Nayak,22,2,False
751,449,Pooja Patil,3,2,False
752,449,Roopa Kumar,68,2,True
753,450,Vijay Poojary,33,1,False
754,451,Naveen Rao,50,1,False
755,451,Meena Poojary,38,2,False
756,452,Manjula Nayak,48,2,False
757,453,Vijay Reddy,3,1,False
758,453,Sowmya Rao,53,2,False
759,454,Shivakumar Nayak,14,1,False
760,455,Anand Kumar,18,1,True
761,456,Yallappa Nayak,44,1,False
762,456,Sunita Achar,38,2,False
763,457,Girish Poojary,46,1,False
764,458,Priya Yadav,16,2,True
765,458,Prakash Poojary,14,1,False
766,459,Renukamma Hegde,16,2,False
767,460,Shivakumar Kulkarni,12,1,False
768,460,Geeta Patil,52,2,False
769,461,Kiran Achar,5,1,False
770,462,Priya Shetty,13,2,True
771,463,Yellamma Nayak,68,2,False
772,463,Nagesh Reddy,4,1,False
773,464,Praveen Poojary,54,1,False
774,464,Chandrashekar Bhat,2,1,False
775,465,Priya Hegde,64,2,False
776,465,Ashwini Nayak,54,2,False
777,465,Naveen Kumar,79,1,False
778,466,Manjunath Rao,78,1,False
779,467,Ashwini Bhat,38,2,False
780,468,Renukamma Hegde,44,2,False
781,469,Kiran Reddy,22,1,False
782,469,Chandrashekar Kulkarni,65,1,False
783,470,Mahesh Rao,43,1,False
784,471,Manjunath Rao,5,1,False
785,471,Umesh Bhat,53,1,False
786,472,Praveen Reddy,64,1,True
787,473,Sunita Bhat,13,2,False
788,473,Kiran Poojary,3,1,False
789,474,Umesh Yadav,27,1,False
790,475,Kavya Achar,4,2,True
791,475,Yallappa Hegde,10,1,False
792,476,Basavaraj Patil,28,1,False
793,476,Meena Gowda,56,2,False
794,476,Ashwini Hegde,63,2,True
795,477,Chandrashekar Reddy,68,1,False
796,477,Sunita Naik,31,2,False
797,478,Umesh Hegde,25,1,False
798,478,Manjula Hegde,71,2,False
799,479,Girish Reddy,48,1,False
800,479,Basavaraj Desai,48,1,True
801,480,Chandrashekar Achar,7,1,False
802,480,Vijay Rao,74,1,False
803,480,Hanumanth Hegde,33,1,False
804,481,Sowmya Achar,38,2,True
805,481,Umesh Rao,19,1,False
806,482,Manjula Patil,43,2,False
807,482,Lakshmi Poojary,65,2,False
808,483,Nagesh Yadav,25,1,False
809,483,Shivakumar Rao,19,1,True
810,484,Kiran Kulkarni,3,1,True
811,484,Naveen Desai,16,1,True
812,485,Basava Hegde,23,1,False
813,485,Yellamma Nayak,30,2,False
814,486,Manjula Yadav,67,2,False
815,487,Vijay Achar,1,1,False
816,487,Ashwini Patil,73,2,True
817,487,Lakshmi Bhat,19,2,True
818,488,Yellamma Desai,19,2,True
819,488,Kavya Poojary,71,2,True
820,489,Meena Shetty,10,2,False
821,489,Dinesh Hegde,55,1,False
822,490,Girish Poojary,68,1,False
823,490,Ashwini Rao,25,2,False
824,490,Yellamma Patil,31,2,False
825,491,Sunita Achar,4,2,False
826,491,Manjula Gowda,1,2,True
827,492,Sowmya Naik,8,2,False
828,492,Renukamma Reddy,10,2,False
829,493,Chandrashekar Kumar,4,1,False
830,493,Naveen Bhat,8,1,False
831,493,Vijay Desai,78,1,False
832,494,Sunita Hegde,53,2,False
833,494,Rajesh Hegde,53,1,False
834,494,Siddappa Kumar,29,1,False
835,495,Ramesh Hegde,57,1,False
836,496,Suresh Nayak,58,1,False
837,496,Rekha Desai,17,2,False
838,497,Dinesh Poojary,12,1,True
839,498,Sowmya Yadav,7,2,False
840,498,Anand Gowda,51,1,False
841,498,Girish Reddy,26,1,True
842,499,Prakash Yadav,41,1,False
843,500,Girish Kumar,52,1,False
844,500,Yellamma Yadav,11,2,True
845,500,Girish Achar,22,1,False
